01:000108:0001 A00 BG-01-5530-12-0100 02 はな
01:000314:0001 E01 BG-08-0071-01-0100 71 の
01:000314:0001 E02 BG-01-5250-01-0102 02 かは
01:000314:0002 A00 BG-01-4201-03-0100 02 にしき
01:000314:0003 A00 BG-02-1570-01-0100 47 をる
01:000314:0004 A00 BG-02-1515-07-0206 47 かく
01:000314:0005 A00 BG-01-1632-01-1204 02 かみなづき
01:000314:0006 A00 BG-02-5150-03-0700 47 しぐる
01:000314:0007 A00 BG-08-0061-07-0100 61 の
01:000314:0008 A00 BG-01-5153-01-0100 02 あめ
01:000314:0009 A00 BG-08-0061-10-0100 61 を
01:000314:0010 A00 BG-01-1520-01-0700 02 たてぬき
01:000314:0011 A00 BG-08-0061-05-0100 61 に
01:000314:0012 A00 BG-02-3420-01-0100 47 す
01:000314:0013 A00 BG-08-0064-16-0100 64 て
01:000629:0001 A00 BG-01-3072-03-1100 51 あやなし
01:000629:0002 A00 BG-08-0064-16-0100 64 て
01:000629:0003 A00 BG-03-1660-03-1100 55 まだき
01:000629:0004 C00 BG-03-1200-02-0100 51 ない
01:000629:0004 C01 BG-01-3102-02-0100 28 めい
01:000629:0005 A00 BG-08-0061-07-0100 61 の
01:000629:0006 E00 CH-29-0000-00-1800 11 たつた
01:000629:0006 E01 BG-08-0071-01-0100 71 の
01:000629:0006 E02 BG-01-5250-01-0100 02 かわ
01:000629:0007 A00 BG-02-1503-01-0201 47 わたる
01:000629:0008 A00 BG-08-0064-17-0100 64 で
01:000629:0009 A00 BG-02-1502-03-0100 47 やむ
01:000629:0010 A00 BG-03-3012-03-2600 74 む
01:000629:0011 A00 BG-01-1000-03-0201 02 もの
01:000629:0012 A00 BG-09-0010-02-0700 74 なり
01:000629:0013 A00 BG-03-1200-02-0800 74 ず
01:000629:0014 A00 BG-08-0071-05-0100 71 く
01:000629:0015 A00 BG-08-0061-05-0100 61 に
01:000994:0001 A00 BG-01-5151-01-0100 02 かぜ
01:000994:0002 A00 BG-02-3394-07-0100 47 ふく
01:000994:0003 A00 BG-08-0064-26-0100 64 ば
01:000994:0004 A00 BG-01-5260-03-0600 02 おき
01:000994:0005 A00 BG-08-0071-02-0100 61 つ
01:000994:0006 C00 BG-01-5020-03-0400 02 しろ
01:000994:0006 C01 BG-01-5155-01-0100 02 なみ
01:000994:0007 E00 CH-29-0000-00-1800 11 たつた
01:000994:0007 E01 BG-08-0071-01-0100 71 の
01:000994:0007 E02 BG-01-5240-05-0100 02 やま
01:000994:0008 A00 BG-01-1635-05-1300 02 よは
01:000994:0009 A00 BG-08-0061-05-0100 61 に
01:000994:0010 A00 BG-08-0065-14-0100 65 や
01:000994:0011 A00 BG-01-2000-02-0300 14 きみ
01:000994:0012 A00 BG-08-0065-14-0400 65 か
01:000994:0013 A00 BG-01-1950-13-0101 02 ひとり
01:000994:0014 A00 BG-02-1521-11-0100 47 こゆ
01:000994:0015 A00 BG-09-0010-02-0103 74 らむ
01:000995:0001 A00 BG-01-2000-06-0100 14 た
01:000995:0002 A00 BG-08-0061-02-0100 61 が
01:000995:0003 A00 BG-01-3360-03-0901 02 みそぎ
01:000995:0004 A00 BG-01-5620-01-2400 02 ゆふつけどり
01:000995:0005 A00 BG-08-0065-14-0400 65 か
01:000995:0006 C00 BG-01-2590-02-0600 02 から
01:000995:0006 C01 BG-01-4220-02-0200 02 ごろも
01:000995:0007 A00 CH-29-0000-00-1800 11 たつた
01:000995:0008 A00 BG-08-0061-07-0100 61 の
01:000995:0009 A00 BG-01-5240-05-0100 02 やま
01:000995:0010 A00 BG-08-0061-05-0100 61 に
01:000995:0011 A00 BG-02-1570-01-0100 47 をる
01:000995:0012 A00 BG-02-1523-07-0600 47 はふ
01:000995:0013 A00 BG-08-0064-16-0100 64 て
01:000995:0014 A00 BG-02-3030-03-0100 47 なく
01:001002:0001 A00 BG-01-5151-01-1600 02 ち
01:001002:0002 A00 BG-03-1940-01-0102 51 はやし
01:001002:0003 A00 BG-02-1511-02-0200 47 ふる
01:001002:0004 A00 BG-01-2030-01-0300 02 かみ
01:001002:0005 A00 BG-08-0061-07-0100 61 の
01:001002:0006 A00 BG-01-1623-05-0300 02 みよ
01:001002:0007 A00 BG-01-1670-03-0305 61 より
01:001002:0008 A00 BG-01-5520-32-4100 02 くれたけ
01:001002:0009 A00 BG-08-0061-07-0100 61 の
01:001002:0010 A00 BG-01-2610-01-1300 02 よよ
01:001002:0011 A00 BG-08-0061-05-0100 61 に
01:001002:0012 A00 BG-08-0065-08-0100 65 も
01:001002:0013 A00 BG-02-1240-04-0101 47 たゆ
01:001002:0014 A00 BG-03-1200-02-0800 74 ず
01:001002:0015 A00 BG-01-5030-03-0500 02 あまびこ
01:001002:0016 A00 BG-08-0061-07-0100 61 の
01:001002:0017 A00 CH-26-0000-00-0400 11 おとは
01:001002:0018 A00 BG-08-0061-07-0100 61 の
01:001002:0019 A00 BG-01-5240-05-0100 02 やま
01:001002:0020 A00 BG-08-0061-07-0100 61 の
01:001002:0021 C00 BG-01-1624-02-0100 16 はる
01:001002:0021 C01 BG-01-5152-09-0100 02 かすみ
01:001002:0022 A00 BG-02-3060-01-0101 47 おもふ
01:001002:0023 A00 BG-02-1300-03-0100 47 みだる
01:001002:0024 A00 BG-08-0064-16-0100 64 て
01:001002:0025 A00 BG-01-5153-04-0300 02 さみだれ
01:001002:0026 A00 BG-08-0061-07-0100 61 の
01:001002:0027 A00 BG-01-5200-02-0100 02 そら
01:001002:0028 A00 BG-08-0065-08-0100 65 も
01:001002:0029 A00 BG-03-5030-03-1200 55 とどろに
01:001002:0030 C00 BG-05-0060-01-0100 42 さ
01:001002:0030 C01 BG-01-1635-05-0400 02 よる
01:001002:0031 A00 BG-02-5810-06-0901 47 ふく
01:001002:0032 A00 BG-08-0064-16-0100 64 て
01:001002:0033 C00 BG-01-5240-05-0100 02 やま
01:001002:0033 C01 BG-01-5620-02-1902 02 ほととぎす
01:001002:0034 A00 BG-02-3030-03-0100 47 なく
01:001002:0035 A00 BG-01-1613-01-0200 28 ごと
01:001002:0036 A00 BG-08-0061-05-0100 61 に
01:001002:0037 A00 BG-01-2000-06-0100 14 たれ
01:001002:0038 A00 BG-08-0065-08-0100 65 も
01:001002:0039 A00 BG-02-1513-04-0302 47 ぬ
01:001002:0040 A00 BG-02-3000-11-1102 47 さむ
01:001002:0041 A00 BG-08-0064-16-0100 64 て
01:001002:0042 C00 BG-01-2590-02-0600 02 から
01:001002:0042 C01 BG-01-4201-03-0100 02 にしき
01:001002:0043 A00 CH-29-0000-00-1800 11 たつた
01:001002:0044 A00 BG-08-0061-07-0100 61 の
01:001002:0045 A00 BG-01-5240-05-0100 02 やま
01:001002:0046 A00 BG-08-0061-07-0100 61 の
01:001002:0047 C00 BG-01-5530-10-0300 02 もみじ
01:001002:0047 C01 BG-01-5530-09-0100 02 は
01:001002:0048 A00 BG-08-0061-10-0100 61 を
01:001002:0049 A00 BG-02-1556-01-0202 47 みる
01:001002:0050 A00 BG-08-0064-16-0100 64 て
01:001002:0051 A00 BG-01-1990-06-0200 66 のみ
01:001002:0052 A00 BG-02-3040-06-0200 47 しのぶ
02:000265:0001 A00 BG-01-5520-34-0301 02 まつ
02:000265:0002 A00 BG-08-0061-07-0100 61 の
02:000265:0003 A00 BG-01-5030-01-0200 02 ね
02:000265:0004 A00 BG-08-0061-05-0100 61 に
02:000265:0005 A00 BG-01-5151-01-0100 02 かぜ
02:000265:0006 A00 BG-08-0061-07-0100 61 の
02:000265:0007 A00 BG-02-3062-02-0101 47 しらぶ
02:000265:0008 A00 BG-08-0061-10-0100 61 を
02:000265:0009 A00 BG-02-3670-04-0300 47 まかす
02:000265:0010 A00 BG-08-0064-16-0100 64 て
02:000265:0011 A00 BG-08-0065-07-0100 65 は
02:000265:0012 E00 CH-29-0000-00-1800 11 たつた
02:000265:0012 E01 BG-01-2030-01-1001 02 ひめ
02:000265:0013 A00 BG-08-0065-01-0100 65 こそ
02:000265:0014 A00 BG-01-1624-04-0100 02 あき
02:000265:0015 A00 BG-08-0065-07-0100 65 は
02:000265:0016 A00 BG-02-3200-04-0200 47 ひく
02:000265:0017 A00 BG-09-0010-02-0400 74 らし
02:000359:0001 C00 BG-01-5620-04-0500 02 かり
02:000359:0001 C01 BG-08-0071-03-0100 71 が
02:000359:0001 C02 BG-01-5030-01-0100 02 おと
02:000359:0002 A00 BG-08-0061-07-0100 61 の
02:000359:0003 A00 BG-02-3030-03-0100 47 なく
02:000359:0004 A00 BG-09-0010-03-0100 74 つ
02:000359:0005 A00 BG-08-0064-18-0200 64 なへに
02:000359:0006 C00 BG-01-2590-02-0600 02 から
02:000359:0006 C01 BG-01-4220-02-0200 02 ごろも
02:000359:0007 A00 CH-29-0000-00-1800 11 たつた
02:000359:0008 A00 BG-08-0061-07-0100 61 の
02:000359:0009 A00 BG-01-5240-05-0100 02 やま
02:000359:0010 A00 BG-08-0065-07-0100 65 は
02:000359:0011 A00 BG-02-5020-01-1201 47 もみづ
02:000359:0012 A00 BG-02-3420-01-0100 47 す
02:000359:0013 A00 BG-03-1200-02-0900 74 ぬ
02:000359:0014 A00 BG-09-0010-04-0300 74 けり
02:000376:0001 A00 BG-01-2110-03-0100 02 いも
02:000376:0002 A00 BG-08-0061-02-0100 61 が
02:000376:0003 A00 BG-01-4160-06-0201 02 ひも
02:000376:0004 A00 BG-02-1550-05-0200 47 とく
02:000376:0005 A00 BG-08-0061-04-0100 61 と
02:000376:0006 A00 BG-02-1554-02-0101 47 むすぶ
02:000376:0007 A00 BG-08-0061-04-0100 61 と
02:000376:0008 E00 CH-29-0000-00-1800 11 たつた
02:000376:0008 E01 BG-08-0071-01-0100 71 の
02:000376:0008 E02 BG-01-5240-05-0100 02 やま
02:000376:0009 A00 BG-01-1641-01-0101 02 いま
02:000376:0010 A00 BG-08-0065-05-0100 65 ぞ
02:000376:0011 A00 BG-02-5020-01-1201 47 もみづ
02:000376:0012 A00 BG-08-0061-07-0100 61 の
02:000376:0013 A00 BG-01-4201-03-0100 02 にしき
02:000376:0014 A00 BG-02-3820-01-0400 47 おる
02:000376:0015 A00 BG-09-0010-04-0300 74 けり
02:000377:0001 A00 BG-01-5620-04-0500 02 かり
02:000377:0002 A00 BG-02-3030-03-0100 47 なく
02:000377:0003 A00 BG-08-0064-16-0100 64 て
02:000377:0004 A00 BG-03-5150-01-2400 51 さむし
02:000377:0005 A00 BG-01-1635-02-1700 02 あした
02:000377:0006 A00 BG-08-0061-07-0100 61 の
02:000377:0007 A00 BG-01-5130-13-0100 02 つゆ
02:000377:0008 C00 BG-09-0010-02-0700 74 なり
02:000377:0008 C01 BG-09-0010-02-0400 74 らしい
02:000377:0009 A00 CH-29-0000-00-1800 11 たつた
02:000377:0010 A00 BG-08-0061-07-0100 61 の
02:000377:0011 A00 BG-01-5240-05-0100 02 やま
02:000377:0012 A00 BG-08-0061-10-0100 61 を
02:000377:0013 C00 BG-01-5530-10-0300 17 もみじ
02:000377:0013 C01 BG-02-1580-02-0600 47 たす
02:000377:0014 A00 BG-01-1000-03-0201 02 もの
02:000377:0015 A00 BG-08-0065-07-0100 65 は
02:000378:0001 A00 BG-02-1556-01-0202 47 みる
02:000378:0002 A00 BG-01-1613-01-0200 28 ごと
02:000378:0003 A00 BG-08-0061-05-0100 61 に
02:000378:0004 A00 BG-01-1624-04-0100 02 あき
02:000378:0005 A00 BG-08-0061-05-0100 61 に
02:000378:0006 A00 BG-08-0065-08-0100 65 も
02:000378:0007 A00 BG-02-1220-01-0300 47 なる
02:000378:0008 A00 BG-08-0069-11-0900 69 かな
02:000378:0009 E00 CH-29-0000-00-1800 11 たつた
02:000378:0009 E01 BG-01-2030-01-1001 02 ひめ
02:000378:0010 A00 BG-02-5020-01-1201 47 もみづ
02:000378:0011 A00 BG-02-5020-02-0100 47 そむ
02:000378:0012 A00 BG-08-0061-04-0100 61 と
02:000378:0013 A00 BG-08-0065-14-0100 65 や
02:000378:0014 A00 BG-01-5240-05-0100 02 やま
02:000378:0015 A00 BG-08-0065-08-0100 65 も
02:000378:0016 A00 BG-02-3330-03-0100 47 きる
02:000378:0017 A00 BG-09-0010-02-0103 74 らむ
02:000382:0001 A00 BG-03-1000-01-0500 55 かく
02:000382:0002 A00 BG-01-1990-06-0300 66 ばかり
02:000382:0003 A00 BG-02-5020-01-1201 47 もみづ
02:000382:0004 A00 BG-01-5020-01-0100 02 いろ
02:000382:0005 A00 BG-08-0061-07-0100 61 の
02:000382:0006 A00 BG-03-1921-01-0900 51 こし
02:000382:0007 A00 BG-08-0064-26-0100 64 ば
02:000382:0008 A00 BG-08-0065-14-0100 65 や
02:000382:0009 A00 BG-01-4201-03-0100 02 にしき
02:000382:0010 A00 CH-29-0000-00-1800 11 たつた
02:000382:0011 A00 BG-08-0061-07-0100 61 の
02:000382:0012 A00 BG-01-5240-05-0100 02 やま
02:000382:0013 A00 BG-08-0061-04-0100 61 と
02:000382:0014 A00 BG-02-3120-01-0100 47 いふ
02:000382:0015 A00 BG-09-0010-02-0103 74 らむ
02:000383:0001 C00 BG-01-2590-02-0600 02 から
02:000383:0001 C01 BG-01-4220-02-0200 02 ごろも
02:000383:0002 A00 CH-29-0000-00-1800 11 たつた
02:000383:0003 A00 BG-08-0061-07-0100 61 の
02:000383:0004 A00 BG-01-5240-05-0100 02 やま
02:000383:0005 A00 BG-08-0061-07-0100 61 の
02:000383:0006 C00 BG-01-5530-10-0300 17 もみじ
02:000383:0006 C01 BG-01-5530-09-0100 02 は
02:000383:0007 A00 BG-08-0065-07-0100 65 は
02:000383:0008 A00 BG-01-1000-03-0201 02 もの
02:000383:0009 A00 BG-02-3060-01-0101 47 おもふ
02:000383:0010 A00 BG-01-2000-06-0800 02 ひと
02:000383:0011 A00 BG-08-0061-07-0100 61 の
02:000383:0012 A00 BG-01-4240-01-0800 02 たもと
02:000383:0013 A00 BG-09-0010-02-0700 74 なり
02:000383:0014 A00 BG-09-0010-04-0300 74 けり
02:000385:0001 C00 BG-01-2590-02-0600 02 から
02:000385:0001 C01 BG-01-4201-03-0100 02 にしき
02:000385:0002 A00 CH-29-0000-00-1800 11 たつた
02:000385:0003 A00 BG-08-0061-07-0100 61 の
02:000385:0004 A00 BG-01-5240-05-0100 02 やま
02:000385:0005 A00 BG-08-0065-08-0100 65 も
02:000385:0006 A00 BG-01-1641-01-0101 55 いま
02:000385:0007 A00 BG-01-1670-03-0305 61 より
02:000385:0008 A00 BG-08-0065-07-0100 65 は
02:000385:0009 A00 BG-02-5020-01-1201 47 もみづ
02:000385:0010 A00 BG-08-0064-22-0100 64 ながら
02:000385:0011 A00 BG-08-0061-05-0100 61 に
02:000385:0012 A00 BG-03-1600-09-0902 02 ときは
02:000385:0013 A00 BG-09-0010-02-0700 74 なり
02:000385:0014 A00 BG-03-3012-03-2300 69 なむ
02:000386:0001 C00 BG-01-2590-02-0600 02 から
02:000386:0001 C01 BG-01-4220-02-0200 02 ごろも
02:000386:0002 A00 CH-29-0000-00-1800 11 たつた
02:000386:0003 A00 BG-08-0061-07-0100 61 の
02:000386:0004 A00 BG-01-5240-05-0100 02 やま
02:000386:0005 A00 BG-08-0061-07-0100 61 の
02:000386:0006 C00 BG-01-5530-10-0300 17 もみじ
02:000386:0006 C01 BG-01-5530-09-0100 02 は
02:000386:0007 A00 BG-08-0065-07-0100 65 は
02:000386:0008 A00 BG-01-4202-01-0800 02 はたもの
02:000386:0009 A00 BG-08-0065-08-0100 65 も
02:000386:0010 A00 BG-03-1200-02-0200 51 なし
02:000386:0011 A00 BG-01-4201-03-0100 02 にしき
02:000386:0012 A00 BG-09-0010-02-0700 74 なり
02:000386:0013 A00 BG-09-0010-04-0300 74 けり
02:000389:0001 A00 BG-03-1100-04-0100 55 など
02:000389:0002 A00 BG-03-1650-05-0700 33 さらなり
02:000389:0003 A00 BG-01-1624-04-0100 02 あき
02:000389:0004 A00 BG-08-0065-14-0400 65 か
02:000389:0005 A00 BG-08-0061-04-0100 61 と
02:000389:0006 A00 BG-02-3130-11-0200 47 とふ
02:000389:0007 A00 BG-03-3012-03-2600 74 む
02:000389:0008 C00 BG-01-2590-02-0600 02 から
02:000389:0008 C01 BG-01-4201-03-0100 02 にしき
02:000389:0009 A00 CH-29-0000-00-1800 11 たつた
02:000389:0010 A00 BG-08-0061-07-0100 61 の
02:000389:0011 A00 BG-01-5240-05-0100 02 やま
02:000389:0012 A00 BG-08-0061-07-0100 61 の
02:000389:0013 A00 BG-02-5020-01-1201 47 もみづ
02:000389:0014 A00 BG-02-3420-01-0100 47 す
02:000389:0015 A00 BG-01-1623-05-0100 02 よ
02:000389:0016 A00 BG-08-0061-10-0100 61 を
02:000413:0001 E00 CH-29-0000-00-1800 11 たつた
02:000413:0001 E01 BG-08-0071-01-0100 71 の
02:000413:0001 E02 BG-01-5250-01-0102 02 かは
02:000413:0002 A00 BG-01-5020-01-0100 02 いろ
02:000413:0003 A00 BG-01-5020-04-0502 02 くれなゐ
02:000413:0004 A00 BG-08-0061-05-0100 61 に
02:000413:0005 A00 BG-02-1220-01-0300 47 なる
02:000413:0006 A00 BG-03-1200-02-0900 74 ぬ
02:000413:0007 A00 BG-09-0010-04-0300 74 けり
02:000413:0008 A00 BG-01-5240-05-0100 02 やま
02:000413:0009 A00 BG-08-0061-07-0100 61 の
02:000413:0010 A00 BG-02-5020-01-1201 47 もみづ
02:000413:0011 A00 BG-08-0065-05-0100 65 ぞ
02:000413:0012 A00 BG-01-1641-01-0101 02 いま
02:000413:0013 A00 BG-08-0065-07-0100 65 は
02:000413:0014 A00 BG-02-1552-01-0100 47 ちる
02:000413:0015 A00 BG-09-0010-02-0400 74 らし
02:000414:0001 E00 CH-29-0000-00-1800 11 たつた
02:000414:0001 E01 BG-08-0071-01-0100 71 の
02:000414:0001 E02 BG-01-5250-01-0102 02 かは
02:000414:0002 A00 BG-01-1624-04-0100 02 あき
02:000414:0003 A00 BG-08-0061-05-0100 61 に
02:000414:0004 A00 BG-08-0066-27-0100 66 し
02:000414:0005 A00 BG-09-0010-02-0700 74 なり
02:000414:0006 A00 BG-08-0064-26-0100 64 ば
02:000414:0007 A00 BG-01-5240-05-0100 02 やま
02:000414:0008 A00 BG-03-1920-06-0700 51 ちかし
02:000414:0009 A00 BG-01-1113-01-1400 53 み
02:000414:0010 A00 BG-02-1523-06-0102 47 ながる
02:000414:0011 A00 BG-01-5130-03-0201 02 みづ
02:000414:0012 A00 BG-08-0065-08-0100 65 も
02:000414:0013 A00 BG-02-5020-01-1201 47 もみづ
02:000414:0014 A00 BG-02-3420-01-0100 47 す
02:000414:0015 A00 BG-03-1200-02-0900 74 ぬ
02:000414:0016 A00 BG-09-0010-04-0300 74 けり
02:000416:0001 E00 CH-29-0000-00-1800 11 たつた
02:000416:0001 E01 BG-08-0071-01-0100 71 の
02:000416:0001 E02 BG-01-5250-01-0102 02 かは
02:000416:0002 A00 BG-01-1624-04-0100 02 あき
02:000416:0003 A00 BG-08-0065-07-0100 65 は
02:000416:0004 A00 BG-01-5130-03-0201 02 みづ
02:000416:0005 A00 BG-03-1200-02-0200 51 なし
02:000416:0006 A00 BG-03-1920-05-0702 47 あす
02:000416:0007 A00 BG-03-1200-02-0900 74 ぬ
02:000416:0008 A00 BG-03-3012-03-2300 69 なむ
02:000416:0009 A00 BG-02-3000-07-0300 47 あく
02:000416:0010 A00 BG-03-1200-02-0800 74 ず
02:000416:0011 A00 BG-02-5020-01-1201 47 もみづ
02:000416:0012 A00 BG-08-0061-07-0100 61 の
02:000416:0013 A00 BG-02-1523-06-0102 47 ながる
02:000416:0014 A00 BG-08-0064-26-0100 64 ば
02:000416:0015 A00 BG-03-3012-03-1703 51 をし
02:001034:0001 E00 CH-29-0000-00-1800 11 たつた
02:001034:0001 E01 BG-08-0071-01-0100 71 の
